"%Röttgers, R. McKee, D, and Utschig, C, ""Temperature and salinity correction coefficients for light absorption by water in the visible to infrared spectral region"", Opt. Express, 2014";;;;;
% Data of the salinity correction coefficient for the light absorption coefficent of water, PsiS, given for a NaCl solution and artificial seawater (ASW);;;;;
"% s.d., standard deviation; n.d., not determined";;;;;
% remark: data of Fig. 8, for ASW <500 nm not reliable due to contamination problems, data combined with those calculated from reference [21], see paper for details;;;;;
wavelength (nm);wavenumber (1/cm);PsiS (1/m*L/g) NaCl;s.d. (1/m*L/g) NaCl;PsiS (1/m*L/g) ASW;s.d. (1/m*L/g) ASW
1104;9057.97;-7.11E-03;2.62E-03;-6.35E-03;1.71E-03
1106;9041.59;-7.51E-03;2.70E-03;-6.52E-03;1.73E-03
1108;9025.27;-7.50E-03;2.45E-03;-6.55E-03;1.71E-03
1110;9009.01;-7.29E-03;2.64E-03;-6.36E-03;1.68E-03
1112;8992.81;-6.90E-03;2.62E-03;-6.02E-03;1.69E-03
1114;8976.66;-7.05E-03;2.65E-03;-6.49E-03;1.82E-03
1116;8960.57;-7.37E-03;2.61E-03;-6.74E-03;1.70E-03
1118;8944.54;-7.49E-03;2.60E-03;-6.97E-03;1.79E-03
1120;8928.57;-7.85E-03;2.65E-03;-7.21E-03;1.80E-03
1122;8912.66;-8.10E-03;2.67E-03;-7.87E-03;1.76E-03
1124;8896.8;-9.22E-03;2.66E-03;-9.15E-03;1.62E-03
1126;8880.99;-1.04E-02;2.73E-03;-1.07E-02;1.68E-03
1128;8865.25;-1.22E-02;2.58E-03;-1.26E-02;1.70E-03
1130;8849.56;-1.44E-02;2.72E-03;-1.52E-02;1.62E-03
1132;8833.92;-1.67E-02;2.76E-03;-1.83E-02;1.58E-03
1134;8818.34;-2.11E-02;2.67E-03;-2.31E-02;1.65E-03
1136;8802.82;-2.57E-02;2.74E-03;-2.85E-02;1.58E-03
1138;8787.35;-2.96E-02;2.75E-03;-3.33E-02;1.65E-03
1140;8771.93;-3.28E-02;2.62E-03;-3.76E-02;1.66E-03
1142;8756.57;-3.34E-02;2.56E-03;-3.95E-02;1.67E-03
1144;8741.26;-3.23E-02;2.52E-03;-3.95E-02;1.74E-03
1146;8726;-2.86E-02;2.57E-03;-3.75E-02;1.80E-03
1148;8710.8;-2.34E-02;2.47E-03;-3.34E-02;1.90E-03
1150;8695.65;-1.61E-02;2.44E-03;-2.75E-02;1.79E-03
1152;8680.56;-8.47E-03;2.45E-03;-2.05E-02;1.90E-03
1154;8665.51;-3.49E-04;2.45E-03;-1.28E-02;1.75E-03
1156;8650.52;6.94E-03;2.46E-03;-5.98E-03;1.95E-03
1158;8635.58;1.19E-02;2.47E-03;-1.27E-03;1.77E-03
1160;8620.69;1.66E-02;2.63E-03;3.57E-03;1.82E-03
1162;8605.85;1.95E-02;2.54E-03;6.80E-03;1.73E-03
1164;8591.07;2.15E-02;2.62E-03;8.85E-03;1.80E-03
1166;8576.33;2.22E-02;2.61E-03;9.82E-03;1.83E-03
1168;8561.64;2.26E-02;2.64E-03;1.03E-02;1.78E-03
1170;8547.01;2.21E-02;2.61E-03;1.03E-02;1.66E-03
1172;8532.42;2.13E-02;2.57E-03;1.01E-02;1.68E-03
1174;8517.89;1.98E-02;2.69E-03;9.03E-03;1.73E-03
1176;8503.4;1.89E-02;2.60E-03;7.96E-03;1.74E-03
1178;8488.96;1.71E-02;2.58E-03;6.56E-03;1.80E-03
1180;8474.58;1.52E-02;2.66E-03;5.64E-03;1.69E-03
1182;8460.24;1.33E-02;2.65E-03;4.01E-03;1.69E-03
1184;8445.95;1.11E-02;2.69E-03;2.11E-03;1.70E-03
1186;8431.7;8.86E-03;2.80E-03;3.01E-04;1.67E-03
1188;8417.51;6.21E-03;2.61E-03;-1.85E-03;1.71E-03
1190;8403.36;3.91E-03;2.63E-03;-3.36E-03;1.68E-03
1192;8389.26;1.66E-03;2.70E-03;-5.22E-03;1.62E-03
1194;8375.21;7.62E-05;2.58E-03;-6.32E-03;1.72E-03
1196;8361.2;-1.64E-03;2.52E-03;-7.44E-03;1.72E-03
1198;8347.25;-3.10E-03;2.67E-03;-8.09E-03;1.78E-03
1200;8333.33;-5.02E-03;2.53E-03;-9.60E-03;1.70E-03
1202;8319.47;-6.87E-03;2.59E-03;-1.08E-02;1.70E-03
1204;8305.65;-9.05E-03;2.64E-03;-1.22E-02;1.59E-03
1206;8291.87;-1.09E-02;2.60E-03;-1.35E-02;1.71E-03
1208;8278.15;-1.36E-02;2.58E-03;-1.53E-02;1.56E-03
1210;8264.46;-1.51E-02;2.71E-03;-1.61E-02;1.67E-03
1212;8250.83;-1.81E-02;2.67E-03;-1.83E-02;1.76E-03
1214;8237.23;-2.00E-02;2.59E-03;-1.98E-02;1.62E-03
1216;8223.68;-2.23E-02;2.61E-03;-2.17E-02;1.57E-03
1218;8210.18;-2.55E-02;2.55E-03;-2.40E-02;1.61E-03
1220;8196.72;-2.73E-02;2.54E-03;-2.55E-02;1.67E-03
1222;8183.31;-3.05E-02;2.68E-03;-2.75E-02;1.73E-03
1224;8169.93;-3.29E-02;2.57E-03;-2.98E-02;1.61E-03
1226;8156.61;-3.59E-02;2.63E-03;-3.20E-02;1.56E-03
1228;8143.32;-3.86E-02;2.45E-03;-3.40E-02;1.64E-03
1230;8130.08;-4.15E-02;2.69E-03;-3.62E-02;1.50E-03
1232;8116.88;-4.40E-02;2.63E-03;-3.82E-02;1.70E-03
1234;8103.73;-4.70E-02;2.65E-03;-4.08E-02;1.58E-03
1236;8090.61;-5.03E-02;2.68E-03;-4.32E-02;1.61E-03
1238;8077.54;-5.24E-02;2.60E-03;-4.48E-02;1.78E-03
1240;8064.52;-5.56E-02;2.72E-03;-4.67E-02;1.73E-03
1242;8051.53;-5.80E-02;2.62E-03;-4.92E-02;1.53E-03
1244;8038.59;-6.04E-02;2.68E-03;-5.09E-02;1.70E-03
1246;8025.68;-6.24E-02;2.81E-03;-5.28E-02;1.53E-03
1248;8012.82;-6.51E-02;2.50E-03;-5.48E-02;1.76E-03
1250;8000;-6.68E-02;2.54E-03;-5.68E-02;1.62E-03
1252;7987.22;-6.92E-02;2.66E-03;-5.84E-02;1.71E-03
1254;7974.48;-7.00E-02;2.54E-03;-5.86E-02;1.78E-03
1256;7961.78;-7.19E-02;2.62E-03;-6.04E-02;1.68E-03
1258;7949.13;-7.47E-02;2.58E-03;-6.37E-02;1.67E-03
1260;7936.51;-7.60E-02;2.60E-03;-6.40E-02;1.55E-03
1262;7923.93;-7.73E-02;2.60E-03;-6.53E-02;1.67E-03
1264;7911.39;-7.90E-02;2.65E-03;-6.63E-02;1.79E-03
1266;7898.89;-8.08E-02;2.59E-03;-6.92E-02;1.69E-03
1268;7886.44;-8.31E-02;2.66E-03;-6.98E-02;1.55E-03
1270;7874.02;-8.41E-02;2.62E-03;-7.06E-02;1.61E-03
1272;7861.64;-8.66E-02;2.70E-03;-7.33E-02;1.80E-03
1274;7849.29;-8.67E-02;2.59E-03;-7.43E-02;1.73E-03
1276;7836.99;-8.89E-02;2.64E-03;-7.53E-02;1.52E-03
1278;7824.73;-9.02E-02;2.56E-03;-7.73E-02;1.77E-03
1280;7812.5;-9.27E-02;2.69E-03;-7.96E-02;1.57E-03
1282;7800.31;-9.46E-02;2.68E-03;-8.22E-02;1.67E-03
1284;7788.16;-9.63E-02;2.65E-03;-8.29E-02;1.76E-03
1286;7776.05;-9.83E-02;2.68E-03;-8.46E-02;1.60E-03
1288;7763.98;-9.92E-02;2.67E-03;-8.70E-02;1.76E-03
1290;7751.94;-9.94E-02;2.60E-03;-8.59E-02;1.55E-03
1292;7739.94;-1.02E-01;2.60E-03;-8.94E-02;1.74E-03
1294;7727.98;-1.05E-01;2.66E-03;-9.31E-02;1.86E-03
1296;7716.05;-1.07E-01;2.71E-03;-9.32E-02;1.59E-03
1298;7704.16;-1.07E-01;2.67E-03;-9.43E-02;1.60E-03
1300;7692.31;-1.09E-01;2.81E-03;-9.73E-02;1.65E-03
1302;7680.49;-1.13E-01;2.62E-03;-1.00E-01;1.69E-03
1304;7668.71;-1.13E-01;2.68E-03;-1.01E-01;1.74E-03
1306;7656.97;-1.14E-01;2.69E-03;-1.03E-01;1.85E-03
1308;7645.26;-1.18E-01;2.68E-03;-1.07E-01;1.67E-03
1310;7633.59;-1.16E-01;2.68E-03;-1.06E-01;1.55E-03
1312;7621.95;-1.19E-01;2.61E-03;-1.09E-01;1.71E-03
1314;7610.35;-1.22E-01;2.64E-03;-1.12E-01;1.73E-03
1316;7598.78;-1.23E-01;2.69E-03;-1.15E-01;1.77E-03
1318;7587.25;-1.25E-01;2.59E-03;-1.16E-01;1.65E-03
1320;7575.76;-1.26E-01;2.63E-03;-1.18E-01;1.81E-03
1322;7564.3;-1.29E-01;2.50E-03;-1.22E-01;1.80E-03
1324;7552.87;-1.29E-01;2.54E-03;-1.22E-01;1.73E-03
1326;7541.48;-1.33E-01;2.46E-03;-1.27E-01;1.77E-03
1328;7530.12;-1.33E-01;2.66E-03;-1.28E-01;1.85E-03
1330;7518.8;-1.34E-01;2.63E-03;-1.30E-01;1.73E-03
1332;7507.51;-1.35E-01;2.65E-03;-1.31E-01;1.85E-03
1334;7496.25;-1.36E-01;2.60E-03;-1.33E-01;1.80E-03
1336;7485.03;-1.34E-01;2.67E-03;-1.33E-01;1.75E-03
1338;7473.84;-1.38E-01;2.58E-03;-1.37E-01;1.92E-03
1340;7462.69;-1.33E-01;2.51E-03;-1.33E-01;1.76E-03
1342;7451.56;-1.33E-01;2.65E-03;-1.32E-01;1.99E-03
1344;7440.48;-1.30E-01;2.51E-03;-1.30E-01;1.89E-03
1346;7429.42;-1.27E-01;2.56E-03;-1.27E-01;2.05E-03
1348;7418.4;-1.24E-01;2.61E-03;-1.25E-01;2.04E-03
1350;7407.41;-1.17E-01;2.72E-03;-1.19E-01;2.11E-03
1352;7396.45;-1.14E-01;6.35E-03;-1.17E-01;7.27E-03
1354;7385.52;-1.06E-01;6.49E-03;-1.11E-01;7.05E-03
1356;7374.63;-1.02E-01;6.95E-03;-1.07E-01;7.41E-03
1358;7363.77;-9.87E-02;7.00E-03;-1.05E-01;7.70E-03
1360;7352.94;-9.63E-02;7.56E-03;-1.02E-01;7.58E-03
1362;7342.14;-9.53E-02;7.10E-03;-1.04E-01;7.77E-03
1364;7331.38;-9.56E-02;7.08E-03;-1.05E-01;7.77E-03
1366;7320.64;-1.04E-01;7.62E-03;-1.15E-01;8.12E-03
1368;7309.94;-1.07E-01;7.01E-03;-1.19E-01;7.53E-03
1370;7299.27;-1.17E-01;6.25E-03;-1.31E-01;6.63E-03
1372;7288.63;-1.24E-01;5.31E-03;-1.44E-01;5.64E-03
1374;7278.02;-1.38E-01;3.18E-02;-1.55E-01;3.74E-02
1376;7267.44;-1.64E-01;5.31E-03;-1.83E-01;6.40E-03
1378;7256.89;-1.86E-01;5.32E-03;-2.08E-01;5.52E-03
1380;7246.38;-2.25E-01;3.23E-02;-2.55E-01;2.48E-02
1382;7235.89;-2.79E-01;2.77E-02;-3.11E-01;2.37E-02
1384;7225.43;-3.40E-01;2.52E-02;-3.85E-01;2.67E-02
1386;7215.01;-3.95E-01;3.03E-02;-4.52E-01;2.55E-02
1388;7204.61;-4.82E-01;2.34E-02;-5.41E-01;2.76E-02
1390;7194.24;-5.73E-01;2.47E-02;-6.53E-01;2.08E-02
1392;7183.91;-6.47E-01;2.76E-02;-7.30E-01;2.14E-02
1394;7173.6;-7.35E-01;2.21E-02;-8.35E-01;2.68E-02
1396;7163.32;-8.05E-01;2.37E-02;-9.20E-01;2.23E-02
1398;7153.08;-8.47E-01;2.80E-02;-9.72E-01;2.65E-02
1400;7142.86;-8.53E-01;2.38E-02;-9.89E-01;2.41E-02
1402;7132.67;-8.46E-01;2.86E-02;-1.00E+00;2.24E-02
1404;7122.51;-8.12E-01;2.46E-02;-9.92E-01;2.46E-02
1406;7112.38;-7.37E-01;2.86E-02;-9.30E-01;2.37E-02
1408;7102.27;-6.50E-01;2.19E-02;-8.65E-01;1.91E-02
1410;7092.2;-5.56E-01;2.60E-02;-7.72E-01;2.17E-02
1412;7082.15;-4.62E-01;2.61E-02;-6.89E-01;2.04E-02
1414;7072.14;-3.70E-01;2.61E-02;-6.11E-01;2.10E-02
1416;7062.15;-2.77E-01;2.79E-02;-5.19E-01;2.17E-02
1418;7052.19;-2.01E-01;2.16E-02;-4.53E-01;1.88E-02
1420;7042.25;-1.37E-01;2.47E-02;-3.82E-01;2.42E-02
1422;7032.35;-1.04E-01;2.76E-02;-3.49E-01;2.43E-02
1424;7022.47;-7.00E-02;2.39E-02;-3.08E-01;2.03E-02
1426;7012.62;-5.70E-02;2.34E-02;-2.85E-01;2.37E-02
1428;7002.8;-6.58E-02;2.62E-02;-2.86E-01;1.75E-02
1430;6993.01;-8.76E-02;2.57E-02;-3.03E-01;2.33E-02
1432;6983.24;-1.24E-01;2.59E-02;-3.26E-01;2.43E-02
1434;6973.5;-1.82E-01;2.92E-02;-3.67E-01;2.19E-02
1436;6963.79;-2.46E-01;1.54E-02;-4.22E-01;1.39E-02
1438;6954.1;-3.13E-01;1.08E-02;-4.75E-01;1.30E-02
1440;6944.44;-3.89E-01;1.34E-02;-5.27E-01;1.42E-02
1442;6934.81;-4.66E-01;1.84E-02;-5.91E-01;1.85E-02
1444;6925.21;-5.65E-01;1.48E-02;-6.71E-01;1.47E-02
1446;6915.63;-6.53E-01;1.52E-02;-7.34E-01;2.03E-02
1448;6906.08;-7.47E-01;1.01E-02;-8.18E-01;1.52E-02
1450;6896.55;-8.46E-01;2.20E-02;-8.96E-01;1.89E-02
1452;6887.05;-9.38E-01;1.73E-02;-9.68E-01;1.92E-02
1454;6877.58;-1.05E+00;1.63E-02;-1.06E+00;1.90E-02
1456;6868.13;-1.14E+00;1.85E-02;-1.12E+00;1.59E-02
1458;6858.71;-1.23E+00;2.53E-02;-1.19E+00;5.56E-03
1460;6849.32;-1.31E+00;1.94E-02;-1.25E+00;1.23E-02
1462;6839.95;-1.40E+00;2.35E-02;-1.31E+00;1.26E-02
1464;6830.6;-1.47E+00;2.36E-02;-1.36E+00;8.17E-03
1466;6821.28;-1.53E+00;1.97E-02;-1.39E+00;1.04E-02
1468;6811.99;-1.59E+00;2.14E-02;-1.45E+00;8.35E-03
1470;6802.72;-1.65E+00;2.10E-02;-1.47E+00;1.14E-02
1472;6793.48;-1.70E+00;2.36E-02;-1.50E+00;8.99E-03
1474;6784.26;-1.77E+00;2.16E-02;-1.55E+00;1.13E-02
1476;6775.07;-1.82E+00;2.54E-02;-1.58E+00;9.03E-03
1478;6765.9;-1.86E+00;2.67E-02;-1.62E+00;7.66E-03
1480;6756.76;-1.88E+00;2.73E-02;-1.62E+00;8.09E-03
1482;6747.64;-1.92E+00;2.29E-02;-1.64E+00;9.98E-03
1484;6738.54;-1.96E+00;2.34E-02;-1.66E+00;9.33E-03
1486;6729.48;-2.01E+00;1.82E-02;-1.70E+00;9.09E-03
1488;6720.43;-2.04E+00;1.92E-02;-1.72E+00;1.11E-02
1490;6711.41;-2.07E+00;2.20E-02;-1.73E+00;1.19E-02
1492;6702.41;-2.09E+00;1.66E-02;-1.75E+00;1.21E-02
1494;6693.44;-2.11E+00;1.95E-02;-1.76E+00;9.15E-03
1496;6684.49;-2.13E+00;1.79E-02;-1.77E+00;1.32E-02
1498;6675.57;-2.13E+00;1.91E-02;-1.77E+00;1.22E-02
1500;6666.67;-2.15E+00;1.84E-02;-1.78E+00;9.77E-03
1502;6657.79;-2.15E+00;1.87E-02;-1.77E+00;9.62E-03
1504;6648.94;-2.15E+00;1.88E-02;-1.77E+00;9.83E-03
1506;6640.11;-2.15E+00;1.90E-02;-1.76E+00;1.17E-02
1508;6631.3;-2.15E+00;1.97E-02;-1.76E+00;1.05E-02
1510;6622.52;-2.14E+00;1.72E-02;-1.75E+00;9.66E-03
1512;6613.76;-2.12E+00;1.91E-02;-1.73E+00;7.19E-03
1514;6605.02;-2.11E+00;1.62E-02;-1.72E+00;8.82E-03
1516;6596.31;-2.10E+00;1.99E-02;-1.71E+00;9.77E-03
1518;6587.62;-2.08E+00;1.54E-02;-1.70E+00;9.00E-03
1520;6578.95;-2.06E+00;2.05E-02;-1.67E+00;8.28E-03
1522;6570.3;-2.04E+00;1.42E-02;-1.65E+00;6.70E-03
1524;6561.68;-2.03E+00;1.90E-02;-1.64E+00;7.21E-03
1526;6553.08;-2.00E+00;1.87E-02;-1.61E+00;9.87E-03
1528;6544.5;-1.97E+00;1.71E-02;-1.59E+00;9.08E-03
1530;6535.95;-1.96E+00;1.47E-02;-1.56E+00;1.13E-02
1532;6527.42;-1.93E+00;1.56E-02;-1.55E+00;8.30E-03
1534;6518.9;-1.89E+00;1.76E-02;-1.50E+00;9.05E-03
1536;6510.42;-1.87E+00;1.74E-02;-1.50E+00;7.47E-03
1538;6501.95;-1.85E+00;1.40E-02;-1.47E+00;9.33E-03
1540;6493.51;-1.82E+00;1.81E-02;-1.44E+00;7.99E-03
1542;6485.08;-1.79E+00;1.63E-02;-1.42E+00;7.21E-03
1544;6476.68;-1.76E+00;1.73E-02;-1.38E+00;4.82E-03
1546;6468.31;-1.73E+00;1.41E-02;-1.36E+00;5.88E-03
1548;6459.95;-1.70E+00;1.42E-02;-1.33E+00;6.36E-03
1550;6451.61;-1.68E+00;1.94E-02;-1.31E+00;7.34E-03
1552;6443.3;-1.64E+00;1.33E-02;-1.27E+00;8.28E-03
1554;6435.01;-1.62E+00;1.60E-02;-1.27E+00;6.64E-03
1556;6426.74;-1.59E+00;1.43E-02;-1.23E+00;7.38E-03
1558;6418.49;-1.55E+00;2.73E-02;-1.19E+00;1.27E-02
1560;6410.26;-1.52E+00;2.58E-02;-1.17E+00;1.46E-02
1562;6402.05;-1.50E+00;2.27E-02;-1.15E+00;1.15E-02
1564;6393.86;-1.48E+00;2.42E-02;-1.13E+00;1.29E-02
1566;6385.7;-1.45E+00;2.08E-02;-1.11E+00;1.27E-02
1568;6377.55;-1.43E+00;1.84E-02;-1.09E+00;1.34E-02
1570;6369.43;-1.41E+00;2.01E-02;-1.06E+00;1.35E-02
1572;6361.32;-1.39E+00;1.70E-02;-1.05E+00;1.27E-02
1574;6353.24;-1.37E+00;1.67E-02;-1.03E+00;1.26E-02
1576;6345.18;-1.35E+00;1.49E-02;-1.01E+00;1.16E-02
1578;6337.14;-1.33E+00;1.50E-02;-9.92E-01;1.29E-02
1580;6329.11;-1.31E+00;1.44E-02;-9.72E-01;1.23E-02
1582;6321.11;-1.29E+00;1.42E-02;-9.63E-01;1.21E-02
1584;6313.13;-1.28E+00;1.39E-02;-9.46E-01;1.21E-02
1586;6305.17;-1.27E+00;1.38E-02;-9.33E-01;1.12E-02
1588;6297.23;-1.25E+00;1.31E-02;-9.14E-01;1.21E-02
1590;6289.31;-1.23E+00;1.28E-02;-9.00E-01;1.25E-02
1592;6281.41;-1.23E+00;1.22E-02;-8.99E-01;1.27E-02
1594;6273.53;-1.20E+00;1.32E-02;-8.74E-01;1.22E-02
1596;6265.66;-1.20E+00;1.18E-02;-8.69E-01;1.20E-02
1598;6257.82;-1.19E+00;1.20E-02;-8.59E-01;1.16E-02
1600;6250;-1.17E+00;1.23E-02;-8.48E-01;1.22E-02
1602;6242.2;-1.16E+00;1.21E-02;-8.31E-01;1.12E-02
1604;6234.41;-1.15E+00;1.13E-02;-8.25E-01;1.18E-02
1606;6226.65;-1.14E+00;1.23E-02;-8.16E-01;1.23E-02
1608;6218.91;-1.13E+00;1.22E-02;-8.01E-01;1.19E-02
1610;6211.18;-1.12E+00;1.18E-02;-7.95E-01;1.39E-02
1612;6203.47;-1.11E+00;1.20E-02;-7.87E-01;1.31E-02
1614;6195.79;-1.11E+00;1.12E-02;-7.84E-01;1.29E-02
1616;6188.12;-1.10E+00;1.16E-02;-7.73E-01;1.28E-02
1618;6180.47;-1.09E+00;1.11E-02;-7.65E-01;1.18E-02
1620;6172.84;-1.09E+00;1.14E-02;-7.59E-01;1.11E-02
1622;6165.23;-1.08E+00;1.13E-02;-7.55E-01;1.14E-02
1624;6157.64;-1.08E+00;1.03E-02;-7.48E-01;1.06E-02
1626;6150.06;-1.07E+00;1.06E-02;-7.45E-01;1.11E-02
1628;6142.51;-1.07E+00;1.27E-02;-7.41E-01;9.78E-03
1630;6134.97;-1.06E+00;1.04E-02;-7.37E-01;9.64E-03
1632;6127.45;-1.06E+00;1.10E-02;-7.35E-01;1.05E-02
1634;6119.95;-1.06E+00;1.01E-02;-7.28E-01;9.94E-03
1636;6112.47;-1.05E+00;1.07E-02;-7.23E-01;9.37E-03
1638;6105.01;-1.05E+00;1.03E-02;-7.19E-01;9.61E-03
1640;6097.56;-1.04E+00;1.03E-02;-7.16E-01;9.65E-03
1642;6090.13;-1.04E+00;9.89E-03;-7.11E-01;9.15E-03
1644;6082.73;-1.03E+00;1.14E-02;-7.03E-01;1.00E-02
1646;6075.33;-1.03E+00;9.83E-03;-7.06E-01;9.62E-03
1648;6067.96;-1.03E+00;1.07E-02;-7.05E-01;9.60E-03
1650;6060.61;-1.02E+00;1.01E-02;-6.97E-01;8.91E-03
1652;6053.27;-1.02E+00;1.02E-02;-6.88E-01;9.24E-03
1654;6045.95;-1.02E+00;1.06E-02;-6.92E-01;9.50E-03
1656;6038.65;-1.01E+00;1.03E-02;-6.88E-01;9.11E-03
1658;6031.36;-1.01E+00;9.95E-03;-6.81E-01;8.86E-03
1660;6024.1;-1.00E+00;1.04E-02;-6.75E-01;8.95E-03
1662;6016.85;-1.00E+00;1.12E-02;-6.74E-01;9.21E-03
1664;6009.62;-9.95E-01;1.03E-02;-6.70E-01;9.07E-03
1666;6002.4;-9.91E-01;1.06E-02;-6.67E-01;8.68E-03
1668;5995.2;-9.88E-01;9.75E-03;-6.63E-01;8.60E-03
1670;5988.02;-9.86E-01;1.12E-02;-6.63E-01;9.93E-03
1672;5980.86;-9.85E-01;1.10E-02;-6.61E-01;9.43E-03
1674;5973.72;-9.83E-01;1.12E-02;-6.61E-01;9.77E-03
1676;5966.59;-9.74E-01;1.14E-02;-6.56E-01;1.00E-02
1678;5959.48;-9.71E-01;1.09E-02;-6.51E-01;9.78E-03
1680;5952.38;-9.65E-01;1.09E-02;-6.45E-01;9.71E-03
1682;5945.3;-9.59E-01;1.05E-02;-6.41E-01;1.01E-02
1684;5938.24;-9.56E-01;1.06E-02;-6.37E-01;9.57E-03
1686;5931.2;-9.46E-01;1.05E-02;-6.28E-01;9.86E-03
1688;5924.17;-9.41E-01;1.04E-02;-6.28E-01;9.81E-03
1690;5917.16;-9.37E-01;1.06E-02;-6.26E-01;9.71E-03
1692;5910.17;-9.32E-01;1.03E-02;-6.17E-01;9.63E-03
1694;5903.19;-9.27E-01;1.01E-02;-6.14E-01;9.84E-03
1696;5896.23;-9.24E-01;1.07E-02;-6.13E-01;9.78E-03
1698;5889.28;-9.12E-01;9.86E-03;-6.04E-01;9.92E-03
1700;5882.35;-9.02E-01;9.85E-03;-5.99E-01;9.97E-03
1702;5875.44;-9.01E-01;1.02E-02;-5.94E-01;9.79E-03
1704;5868.54;-8.93E-01;9.23E-03;-5.90E-01;9.86E-03
1706;5861.66;-8.82E-01;9.52E-03;-5.81E-01;1.00E-02
1708;5854.8;-8.74E-01;1.02E-02;-5.76E-01;1.07E-02
1710;5847.95;-8.69E-01;1.02E-02;-5.71E-01;1.09E-02
1712;5841.12;-8.59E-01;1.02E-02;-5.65E-01;1.09E-02
1714;5834.31;-8.53E-01;1.01E-02;-5.61E-01;1.08E-02
1716;5827.51;-8.47E-01;1.00E-02;-5.59E-01;1.08E-02
1718;5820.72;-8.34E-01;1.03E-02;-5.46E-01;1.17E-02
1720;5813.95;-8.28E-01;1.03E-02;-5.45E-01;1.13E-02
1722;5807.2;-8.25E-01;1.03E-02;-5.47E-01;1.13E-02
1724;5800.46;-8.15E-01;1.49E-02;-5.42E-01;1.05E-02
1726;5793.74;-8.09E-01;1.62E-02;-5.36E-01;5.04E-03
1728;5787.04;-8.02E-01;1.65E-02;-5.34E-01;6.46E-03
1730;5780.35;-7.91E-01;1.70E-02;-5.22E-01;7.67E-03
1732;5773.67;-7.91E-01;1.73E-02;-5.30E-01;6.75E-03
1734;5767.01;-7.92E-01;4.54E-02;-5.26E-01;6.23E-03
1736;5760.37;-7.75E-01;3.84E-02;-5.27E-01;8.54E-03
1738;5753.74;-7.57E-01;1.45E-02;-5.20E-01;1.17E-02
1740;5747.13;-7.58E-01;1.07E-02;-5.14E-01;1.14E-02
1742;5740.53;-7.52E-01;1.13E-02;-5.12E-01;1.17E-02
1744;5733.94;-7.42E-01;1.08E-02;-5.07E-01;1.13E-02
1746;5727.38;-7.37E-01;9.57E-03;-5.06E-01;1.11E-02
1748;5720.82;-7.28E-01;1.17E-02;-5.00E-01;1.18E-02
1750;5714.29;-7.14E-01;1.09E-02;-4.94E-01;1.12E-02
1752;5707.76;-7.15E-01;1.03E-02;-4.98E-01;1.23E-02
1754;5701.25;-7.01E-01;1.32E-02;-4.84E-01;1.27E-02
1756;5694.76;-6.98E-01;1.17E-02;-4.89E-01;1.13E-02
1758;5688.28;-6.80E-01;1.05E-02;-4.81E-01;1.07E-02
1760;5681.82;-6.62E-01;1.04E-02;-4.70E-01;9.87E-03
1762;5675.37;-6.57E-01;1.29E-02;-4.67E-01;1.20E-02
1764;5668.93;-6.37E-01;1.22E-02;-4.56E-01;1.30E-02
1766;5662.51;-6.18E-01;1.31E-02;-4.43E-01;1.14E-02
1768;5656.11;-6.07E-01;1.31E-02;-4.32E-01;9.33E-03
1770;5649.72;-5.79E-01;1.23E-02;-4.14E-01;1.14E-02
1772;5643.34;-5.53E-01;1.30E-02;-3.90E-01;1.18E-02
1774;5636.98;-5.37E-01;1.43E-02;-3.73E-01;1.00E-02
1776;5630.63;-4.99E-01;1.29E-02;-3.46E-01;1.09E-02
1778;5624.3;-4.74E-01;1.48E-02;-3.26E-01;1.16E-02
1780;5617.98;-4.50E-01;1.30E-02;-3.02E-01;1.10E-02
1782;5611.67;-4.09E-01;2.56E-02;-2.70E-01;1.24E-02
1784;5605.38;-3.82E-01;1.43E-02;-2.47E-01;1.10E-02
1786;5599.1;-3.45E-01;1.34E-02;-2.15E-01;1.22E-02
1788;5592.84;-3.07E-01;2.86E-02;-1.81E-01;1.44E-02
1790;5586.59;-2.80E-01;1.38E-02;-1.59E-01;1.12E-02
1792;5580.36;-2.50E-01;1.47E-02;-1.35E-01;1.02E-02
1794;5574.14;-2.15E-01;1.39E-02;-1.05E-01;1.14E-02
1796;5567.93;-2.00E-01;1.30E-02;-8.71E-02;9.64E-03
1798;5561.74;-1.76E-01;1.65E-02;-6.63E-02;1.25E-02
1800;5555.56;-1.50E-01;1.43E-02;-4.37E-02;1.24E-02
1802;5549.39;-1.46E-01;1.46E-02;-4.10E-02;7.71E-03
1804;5543.24;-1.25E-01;1.32E-02;-2.27E-02;7.34E-03
1806;5537.1;-1.10E-01;1.50E-02;-1.53E-02;6.89E-03
1808;5530.97;-1.17E-01;1.31E-02;-1.69E-02;7.43E-03
1810;5524.86;-9.64E-02;1.21E-02;-5.14E-03;5.61E-03
1812;5518.76;-8.93E-02;1.27E-02;-7.31E-04;7.41E-03
1814;5512.68;-1.02E-01;1.41E-02;-1.33E-02;7.96E-03
1816;5506.61;-9.89E-02;1.28E-02;-1.65E-02;8.03E-03
1818;5500.55;-1.13E-01;1.41E-02;-2.28E-02;6.75E-03
1820;5494.51;-1.33E-01;1.59E-02;-3.44E-02;6.96E-03
1822;5488.47;-1.27E-01;1.29E-02;-3.91E-02;7.62E-03
1824;5482.46;-1.42E-01;1.23E-02;-4.03E-02;5.62E-03
